Virheen tekovuosi;Paikannimi;Yhteensä
2017;Krassitie 8;1
2017;Krookuskuja / Krokusgränden;2
2017;Kuismapolku / Mannablodsstigen;20
2017;Kuismatie / Mannablodsvägen;25
2017;Kukantie / Blomvägen;3
2017;Kukinkuja / Kuggränden;136
2017;Kukinkuja 24h P-alue;40
2017;Kukinkuja p-alue;187
2017;Kukintie;5
2017;Kullerontie / Smärbollsvägen;3
2017;Kulomäentie;7
2017;Kulopolku / Brännstigen;3
2017;Kulorastaankuja;1
2017;Kulorastaantie / Dubbeltrastvägen;11
2017;Kulorastaantie 24h p-alue;72
2017;Kulorinne / Brännbrinken;9
2017;Kulotie;5
2017;Kulotie 2;5
2017;Kultarikonpolku / Gullbräcksst;11
2017;Kultarikontie;23
2017;Kuminatie / Kumminvägen;14
2017;Kuninkaalantie / Konungsvägen;4
2017;Kuninkaalantie p-alue;1
2017;Kuninkaanmäentie / Kungsbacksv;1
2017;Kuninkaantie p alue;1
2017;Kunnaankuja / Stenkullagränden;3
2017;Kunnaantie / Stenkullavägen;7
2017;Kuntokuja / Konditionsgränden;35
2017;Kuntopuisto;1
2017;Kuohukuja / Svallgränden;34
2017;Kuohukuja kääntäpaikka;4
2017;Kuohukuja p-alue;3
2017;Kuohurinne / Svallbrinken;68
2017;Kuohurinne 4;8
2017;Kuohurinne kääntäpaikka;1
2017;Kuoppatie / Gropvägen;19
2017;Kuriirikuja / Kurirgränden;5
2017;Kuriirikuja 3;1
2017;Kuriiritie / Kurirvägen;2
2017;Kurjenpolvenkuja;22
2017;Kurjenpolvenpolku;1
2017;Kurpitsakuja / Kurbitsgränden;86
2017;Kustaantie / Gustavsvägen;3
2017;Kustaantie 8 b;1
2017;Kuulakuja / Kulgränden;38
2017;Kuulakuja 24h p-alue;29
2017;Kuuratie;8
2017;Kuusamatie;4
2017;Kuusijärven ulkoilualue;169
2017;Kuusikkokuja;2
2017;Kuusikkotie / Sexansvägen;2
2017;Kuusimäentie 6;1
2017;Kuusitie;4
2017;Kuussillantie;5
2017;Kuussillantie 23;1
2017;Kvartsijuonenkuja;12
2017;Kvartsijuonenkuja p-alue;2
2017;Kvartsiraitti;4
2017;Kylmäojantie / Kallbäcksvägen;12
2017;Kylväjänkuja / Säningsmansgränden;1
2017;Kyläkaivontie / Bybrunnsvägen;35
2017;Kyläkaskentie / Byasvedsvägen;10
2017;Kyläkaskentie 24h P-alue;12
2017;Kylämiehenkuja;1
2017;Kyläraitti / Bygatan;5
2017;Kynnyskuja;3
2017;Kynttiläkuja;1
2017;Kytäkuja / Kyttlandsgränden;33
2017;Kytäkuja 3;1
2017;Kytäpuisto;5
2017;Kytätie / Kyttlandsvägen;17
2017;Kytätie 29;7
2017;Kytätie p-alue;40
2017;Käkitie;1
2017;Kärppäpolku;1
2017;Kärppätie / Hermelinvägen;5
2017;Käräjäkuja / Tingsgränden;55
2017;Käräjäkuja 1 vieraspaikat;24
2017;Käräjäkuja 3;14
2017;Käräjäkuja kääntäpaikka;19
2017;Laajakorvenkuja;74
2017;Laajakorvenkuja kääntäpaikka;3
2017;Laajakorvenpolku / Bredkärrsst;3
2017;Laajametsänkuja;41
2017;Laajametsänkuja 24h p-alue;51
2017;Laajametsänkuja P-alue;325
2017;Laajaniitynkuja;64
2017;Laajaniitynkuja 24h p-alue;1
2017;Laajaniitynkuja kääntäpaikka;4
2017;Laajaniitynpolku / Bredängsstigen;1
2017;Laajaniityntie / Bredängsvägen;67
2017;Laajavuorenkuja;130
2017;Laajavuorenkuja 24h p-alue;122
2017;Laajavuorenkuja kääntäpaikka;3
2017;Laajavuorenpolku;1
2017;Laajavuorenrinne;43
2017;Laajavuorenrinne 24h p-alue;17
2017;Laajavuorentie;10
2017;Laaksotie / Dalvägen;2
2017;Laastikuja;1
2017;Lahdentie;26
2017;Laidunpolku;2
2017;Laidunpolku 5;4
2017;Lammaskuja / Lammgränden;14
2017;Lammaskuja kääntäpaikka;1
2017;Lammaskuja p-alue;10
2017;Lammaslammentie;151
2017;Lammaslammentie 24h p-alue;31
2017;Lammaspolku;5
2017;Lammaspolun puisto;3
2017;Lammasrinne / Lammbrinken;13
2017;Lammasrinne kääntäpaikka;2
2017;Lammasrinne p-alue;16
2017;Lammastie / Lammvägen;74
2017;Lammastie kääntäpaikka;3
2017;Lampikuja / Träskgränden;4
2017;Lampikuja kääntäpaikka;1
2017;Lastutie / Spänvägen;78
2017;Latukuja / Skidspärsgränden;302
2017;Lauhakuja / Tätelgränden;2
2017;Lauhatie / Tätelvägen;38
2017;Lauhatie/kirvelitie risteys;1
2017;Laukkapolku / Galoppstigen;1
2017;Laukkarinne / Galoppbrinken;32
2017;Laukkarinne p-alue;18
2017;Laulurastaantie / Taltrastvägen;84
2017;Lauranpolku;37
2017;Laurantie / Lauravägen;27
2017;Laurantie p-alue;4
2017;Lauri Korpisen katu;145
2017;Lauri Korpisen katu 10;175
2017;Lauri Korpisen katu kääntäpaik;8
2017;Lauri Korpisen katu P-Alue;15
2017;Laurikorpisenpolku;1
2017;Laurintie;9
2017;Laurintie 12h p-alue;50
2017;Lautamiehentie / Nämndemansvägen;58
2017;Lautamiehentie 24h p-alue;151
2017;Lehdespolku;2
2017;Lehdokkitie / Nattviolsvägen;100
2017;Lehmihaan aukio;6
2017;Lehmihaka;4
2017;Lehmipolku;1
2017;Lehmipolku 1;1
2017;Lehmustie / Lindvägen;2
2017;Lehmustontie / Lehmustovägen;9
2017;Lehmänkello / Koskällan;3
2017;Lehtikallio;73
2017;Lehtikallio 4;21
2017;Lehtikallio 8;11
2017;Lehtikummuntie / Lävkullavägen;1
2017;Lehtolantie;3
2017;Leikkitie / Lekvägen;4
2017;Leinelän asema 12h p-alue;179
2017;Leinelän puistotie;54
2017;Leinelänkaari / Leinelä Lejle;43
2017;Leinelänkaari 11;2
2017;Leinelänkaari 13;8
2017;Leinelänkaari p-alue;9
2017;Leineläntie / Lejlevägen;75
2017;Leinikkitie / Ranunkelvägen;48
2017;Leinikkitie 24h p-alue;17
2017;Leiritie;130
2017;Leiritie 14 4h p-alue;28
2017;Leiritie kääntäpaikka;12
2017;Leksankuja;82
2017;Lemmikkitie / Färgätmigejvägen;5
2017;Lentoasema;2633
2017;ST1 Lentoasema;52
2017;Lentäjänkuja;376
2017;Lentäjäntie;397
2017;Leppäkorventie;1
2017;Levonmäki;4
2017;Liesikuja / Eldstadsgränden;37
2017;Liesipolku / Eldstadsstigen;2
2017;Liesitori;18
2017;Lihtakuja / Skäktgränden;12
2017;Liikelentokuja;3
2017;Liikelentotie;9
2017;Liikelentotie p-alue;102
2017;Liinakkokuja / Linluggsgränden;127
2017;Liinakkopuistikko;1
2017;Liljatie / Liljevägen;39
2017;Lillukkakuja / Stenhallonsgrän;1
2017;Lincolninaukio;44
2017;Linnaistentie;4
2017;Linnoittajanpolku;13
2017;Linnoituskuja / Skansgränden;20
2017;Linnoituskuja kääntäpaikka;3
2017;Linnoituspolku / Skansstigen;1
2017;Lintukallionkuja / Fägelbergsgränden;9
2017;Lintukallionkuja 24h p-alue;38
2017;Lintukallionrinne / Fägelbergsbrinken;7
2017;Lintukallionrinne p-alue;15
2017;Lintukalliontie / Fägelbergsvägen;3
2017;Lippukuja / Flaggränden;5
2017;Lipputie / Flaggvägen;20
2017;Lipputie p-alue;58
2017;Lipunkantajanpuisto;106
2017;Loikkokuja / Stenbräcksgränden;11
2017;Loimitie / Varpvägen;3
2017;Loiskekuja;41
2017;Loiskepolku;10
2017;Louhelan asema 12h P-alue;20
2017;Louhelan puisto;2
2017;Louhelantie / Klippstavägen;5
2017;Louhijantie / Malmbrytarvägen;3
2017;Louhijantie 24h p-alue;6
2017;Louhikkokuja / Stenbrottsgränd;2
2017;Louhikkotie / Stenbrottsvägen;1
2017;Loukkukuja / Bräkgränden;1
2017;Luhtimäki / Loftbacken;5
2017;Luhtitie / Loftvägen;48
2017;Lumikero;70
2017;Lumikero kääntäpaikka;27
2017;Lumikkopuisto;1
2017;Lumikvartsinkatu;58
2017;Lumikvartsinkatu 24h p-alue;94
2017;Lumikvartsinpolku;35
2017;Lummekuja / Näckrosgränden;16
2017;Lummepolku / Näckrosstigen;2
2017;Lummetie / Näckrosvägen;76
2017;Lummetie 1;4
2017;Lummetie 4 /henk.kunnan p-alue;548
2017;Lummetie 4 p-alue;807
2017;Lummetie 5 / Aikuisopisto;17
2017;Luolapolku / Grottestigen;95
2017;Luolapolku kääntäpaikka;1
2017;Lupiinitie / Lupinvägen;2
2017;Lustikullantie;23
2017;Lähdekallionrinne;5
2017;Lähdepuistontie;53
2017;Lähdepuistontie 22 p-alue;2
2017;Lähdepuistontie 24h p-alue;11
2017;Lähdepuistontie p-alue;7
2017;Lähettilääntie;6
2017;Lähettilääntie Illenpuiston pk;19
2017;Länsimäentie / Västerkullavägen;2
2017;Länsimäentie 24h P-alue;21
2017;Länsimäentie 35-37;1
2017;Länsimäentie p-alue;3
2017;Läntinen Valkoisenlähteentie;1
2017;Läydäspolku / Fornfyndsstigen;13
2017;Läydästie / Fornfyndsvägen;40
2017;Läydästie 4;1
2017;Läydästie kääntäpaikka;4
2017;Läydästie P-alue;26
2017;Maakotkanpolku / Kungsärnsstig;1
2017;Maakotkantie / Kungsärnsvägen;46
2017;Maakotkantie 8;1
2017;Maalinauhantie / Mälsnärsvägen;32
2017;Maalinauhantie 7;5
2017;Maalinauhantie Ostari P-alue;44
2017;Maalinauhantie P-alue;13
2017;Maamiehentie / Lantmannavägen;4
2017;Maanviljelijänkuja / Lantbruka;8
2017;Maarinkunnaantie / Markullaväg;59
2017;Maarinkunnaantie 10;6
2017;Maarinkunnaantie kääntäpaikka;5
2017;Maarinkunnaantie p-alue;25
2017;Maarinojanpolku;1
2017;Maarinojanpolku, kenttä;1
2017;Maarukankuja / Maarukkagränden;64
2017;Maarukankuja kääntäpaikka;1
2017;Maarukanrinne / Maarukkabrinken;29
2017;Maarukanrinne kääntäpaikka;4
2017;Maauuninkuja / Ryssugnsgränden;21
2017;Maauuninkuja 4;6
2017;Maauuninkuja kääntäpaikka;9
2017;Maauuninpolku / Ryssugnsstigen;172
2017;Maauuninpolku P-alue;69
2017;Maauunintie / Ryssugnsvägen;316
2017;Maauunintie 17 p-alue;16
2017;Maauunintie 23-25;122
2017;Maauunintie kääntäpaikka;4
2017;Maauunintie p-alue;37
2017;Mahlapolku / Savstigen;2
2017;Maisematie;1
2017;Maissikuja / Majsgränden;2
2017;Maitikkakuja / Kovallgränden;32
2017;Maitikkakuja kääntäpaikka;11
2017;Maitikkakuja p-alue;3
2017;Maitikkapolku / Kovallstigen;1
2017;Maitorpankulma / Majtorpsvinke;1
2017;Malmarintie / Malmarsvägen;1
2017;Malmimäenpolku / Malmbacksstig;1
2017;Malmimäki / Malmbacken;1
2017;Malminiitynpolku / Malmängsstigen;6
2017;Malminiitynpuisto;1
2017;Malminiityntie;424
2017;Malminiityntie 12-16;31
2017;Malminiityntie 20;18
2017;Malminiityntie 22;28
2017;Malminiityntie p-alue;18
2017;Malmitie;3
2017;Malvatie / Malvavägen;6
2017;Mantelikuja / Mandelgränden;29
2017;Mantelikuja kääntäpaikka;3
2017;Manttaalitie / Mantalsvägen;17
2017;Maratonkuja / Maratongränden;27
2017;Maratonkuja kääntäpaikka;4
2017;Maratontie;4
2017;Markkatie;8
2017;Marsinkuja / Marsgränden;100
2017;Marsinkuja kääntäpaikka;15
2017;Marsinrinne / Marsbrinken;65
2017;Marsinrinne kääntäpaikka;1
2017;Martinkyläntie;13
2017;Martinlaakson asema;4
2017;Martinlaaksontie;23
2017;Martinlaaksontie 1;8
2017;Martinlaaksontie 1, Hesburger;19
2017;Mataratie / Madravägen;1
2017;Meiramikuja;1
2017;Menuettipolku;2
2017;Merikotkankuja / Havsärnsgränd;6
2017;Merikotkanpolku;1
2017;Merikotkantie / Havsärnsvägen;97
2017;Merikotkantie p-alue;40
2017;Meripihkapolku;92
2017;Meripihkatori;7
2017;Merjantie / Merjavägen;4
2017;Merkkikuja;3
2017;Merkkikuja kääntäpaikka;2
2017;Merkkipolku / Märkesstigen;2
2017;Merkkipuuntie / Räträdsvägen;5
2017;Mesikukankuja;4
2017;Mesikukantie;18
2017;Mesikukantie / Rypsipolku;1
2017;Mestarinpolku / Mästarstigen;1
2017;Mestarintie / Mästarvägen;40
2017;Metsikkätie / Skogsdungsvägen;8
2017;Metsolantie / Skogsbrinksvägen;15
2017;Metsomäentie / Tjäderbacksväge;13
2017;Metsotie;7
2017;Metsäkeijunkuja / Skogsfegränden;30
2017;Metsänhoitajankuja / Forstmäst;27
2017;Metsätähdentie;14
2017;Mikaelintie / Mikaelsvägen;52
2017;Mikaelintie p-alue;4
2017;Minkkipolku;2
2017;Minkkitie / Minkvägen;21
2017;Minttutie / Myntavägen;6
2017;Mistelikuja / Mistelgränden;8
2017;Mistelitie / Mistelvägen;2
2017;Mittalinja;1
2017;Mittatie / Mättvägen;24
2017;Mittatie 24h P-alue;16
2017;Mittatie P-alue;2
2017;Monsaksenpolku / Monsasstigen;1
2017;Mottipolku / Mättstigen;2
2017;Murattitie / Murgränsvägen;8
2017;Murtopakantie / Murtobackavägen;3
2017;Muuntotie / Transformatorvägen;16
2017;Myrttitie / Myrtenvägen;37
2017;Myyrinpuhos p-alue;1301
2017;Myyrmäen urheilupuisto p-alue;5
2017;Myyrmäenraitti;10
2017;Myyrmäentie / Myrbackavägen;32
2017;Myyrmäentie 2 P-alue;126
2017;Myyrmäentie 4;41
2017;Myyräkuja / Mullvadsgränden;4
2017;Myyrätie / Mullvadsvägen;25
2017;Mäkituvantie / Backstuguvägen;12
2017;Männistänpolku;4
2017;Mäyräkuja 12h P-alue;163
2017;Naalipolku;2
2017;Naalipuistontie p-alue;2
2017;Naapurinkuja / Granngränden;7
2017;Naapurinkuja 24h p-alue;18
2017;Nauharinne;3
2017;Nauriskuja;59
2017;Neilikkakuja / Nejlikgränden;1
2017;Neilikkapolku;14
2017;Neilikkapolku 3;7
2017;Neilikkatie / Nejlikvägen;1219
2017;Neilikkatie 13;12
2017;Neilikkatie 13 vieraspaikat;66
2017;Neilikkatie 15;1
2017;Neilikkatie 15/ neilikkatie 13;1
2017;Neilikkatie 3 / Pajatalo;35
2017;Neste Keimola;1
2017;Nietostie / Snädrivsvägen;21
2017;Niinikuja;2
2017;Niittytie / ängsvägen;6
2017;Niittyvillankuja / ängsullsgränden;19
2017;Niittäjäntie;3
2017;Nilsaksentie;10
2017;Nissaksentie / Nissasvägen;46
2017;Norkkokuja / Hängegränden;11
2017;Norkkokuja kääntäpaikka;4
2017;Normannikuja / Normangränden;8
2017;Normannikuja kääntäpaikka;17
2017;Norokuja / Rännilsgränden;10
2017;Norokuja kääntäpaikka;4
2017;Norotie / Rännilsvägen;31
2017;Norotie kääntäpaikka;1
2017;Norotie p-alue;14
2017;Norppatie / Vikarvägen;4
2017;Nuijakuja / Klubbgränden;27
2017;Nuijakuja 24h p-alue;19
2017;Nuijapolku;1
2017;Nuijapuisto;10
2017;Nuijatie / Klubbvägen;94
2017;Nuolikuja / Pilgränden;19
2017;Nuolitie / Pilvägen;10
2017;Nuolitie 11;2
2017;Nybackankuja;1
2017;Nyyrikintie / Nyyrikkivägen;38
2017;Nyyrikintie 24h p-alue;16
2017;Näsiäkuja / Tibastgränden;1
2017;Näsiätie / Tibastvägen;1
2017;Näätäkuja / Märdgränden;31
2017;Näätäpuisto;1
2017;Ohdaketie / Tistelvägen;6
2017;Ohrakuja / Korngränden;62
2017;Ohrakuja 3;3
2017;Ohrakuja 4;1
2017;Ohrakuja Kääntäpaikka;3
2017;Ohratie / Kornvägen;136
2017;Ohratie päiväkoti p-alue;1
2017;Ojahaanpolku / Bäckhagsstigen;4
2017;Ojahaanrinne / Bäckhagsbrinken;11
2017;Ojahaanrinne kääntäpaikka;4
2017;Ojahaantie / Bäckhagsvägen;35
2017;Ojahaantie kääntäpaikka;3
2017;Ojahaantie P-alue;11
2017;Ojalehdonkuja;16
2017;Ojalehto;2
2017;Oksanmäki / Oksasbacken;1
2017;Ollaksenkuja / Ollasgränden;3
2017;Oolanninpolku / älandsstigen;3
2017;Oolannintie / älandsvägen;1
2017;Oolannintie 3 p-alue;1
2017;Orapihlajanpolku / Hagtornsstigen;2
2017;Orapihlajanpolku kääntäpaikka;1
2017;Oraskuja;4
2017;Oraskuja 24h P-alue;22
2017;Oravakuja / Ekorrgränden;12
2017;Orionintie / Orionsvägen;2
2017;Oritie / Hingstvägen;114
2017;Oritie kääntäpaikka;12
2017;Orminkuja / Ormgränden;17
2017;Orminpolku;1
2017;Orvokkikuja;20
2017;Orvokkikuja 2;1
2017;Orvokkikuja 4-8;10
2017;Orvokkirinne / Violbrinken;38
2017;Orvokkitie / Violvägen;588
2017;Oskarintie p-alue;1
2017;Osmankäämintie;37
2017;Osmankäämintie  p-alue;2
2017;Osmankäämintie 7;9
2017;Osumakuja;34
2017;Osumakuja 4;10
2017;Osumakuja kääntäpaikka;11
2017;Osuustie / Andelsvägen;5
2017;Otsikkotie;1
2017;Otsikkotie p-alue;1
2017;Paalukylänpolku;9
2017;Paalukylänpolku 12h p-alue;3
2017;Paalukylänpolku p-alue;2
2017;Paalukylänpuisto;2
2017;Paalupolku / Pälstigen;2
2017;Paalutori;1
2017;Paalutori p-alue;4
2017;Paarmarinne;1
2017;Paatsamakuja;5
2017;Paatsamakuja kääntäpaikka;5
2017;Paatsamakuja p-alue;32
2017;Paatsamapolku / Brakvedsstigen;1
2017;Pähkinärinteen koulu;1
2017;Paimenenkatu / Vallaregatan;17
2017;Paimenentie 12h P-alue;12
2017;Pajarinne / Smedjebrinken;5
2017;Pajarinne kääntäpaikka;6
2017;Pajupilli;1
2017;Pajupilli P-alue;1
2017;Pajutie / Videvägen;1
2017;Pakkalan huoltotie;1
2017;Pakkalan Puistotie;2
2017;Pakkalankuja / Backasgränden;11
2017;Pakkalanrinne / Backasbrinken;204
2017;Pakkalanrinne 4;12
2017;Pakkalanrinne 8;3
2017;Pallaskero;54
2017;Pallaskero kääntäpaikka;13
2017;Pallastunturinkuja;20
2017;Pallastunturinkuja 24h P-alue;42
2017;Pallastunturinkuja p-alue;10
2017;Pallastunturintie;110
2017;Pallastunturintie 24h p-alue;32
2017;Pallastunturintie p-alue;6
2017;Pallokuja;7
2017;Pallotie / Bollvägen;27
2017;Palokuja / Brandgränden;3
2017;Palokunnanmäki / Brandkärsback;2
2017;Paltinapolku;1
2017;Palttinatie / Lärftvägen;9
2017;Parkkitie / Parkerinsvägen;4
2017;Parsakuja;1
2017;Parsatie;8
2017;Patoaukio;3
2017;Patruunankuja;1
2017;Pehtoorinkuja / Inspektorsgrän;1
2017;Pehtoorintie / Inspektorsvägen;120
2017;Pehtoorintie 3 päiväkoti P-alue;34
2017;Peijaksen sairaala;286
2017;Peijaksen sairaala ensiapupoli;25
2017;Peijaksen sairaala p-alue;1312
2017;Peijaksentie;20
2017;Peijaksentie 67-71;2
2017;Peippikuja / Plistgränden;4
2017;Pelimannintie / Spelmansvägen;4
2017;Pellaksentie;1
2017;Pellervontie / Pellervovägen;1
2017;Peltolan tori P-alue;77
2017;Peltolantie / Peltolavägen;25
2017;Peltolantie 1 p-halli;23
2017;Peltolantie p-alue;18
2017;Peltomyyränkuja / äkersorksgränden;2
2017;Peltoniemenkatu;3
2017;Perhotie 24h p-alue;8
2017;Perhotie p-alue;5
2017;Perkiänkuja / Nybolandsgränden;5
2017;Perkiäntie / Nybolandsvägen;7
2017;Pesäpuunkuja / Boträdsgränden;11
2017;Pesäpuunkuja 5;1
2017;Pesäpuunkuja kääntäpaikka;2
2017;Petikontie / Petikkovägen;10
2017;Pietaryrtintie / Renfanevägen;6
2017;Pihkalantie / Pihkalavägen;1
2017;Piikkikuja / Pikgränden;22
2017;Piikkikuja 24h P-alue;12
2017;Piikkikuja 6;2
2017;Piikkirinne / Pikbrinken;20
2017;Piikkirinne kääntäpaikka;6
2017;Piikuja / Flintgränden;13
2017;Piikuja 24h P-alue;14
2017;Piikuja kääntäpaikka;6
2017;Piitie / Kiselvägen;24
2017;Piitie kääntäpaikka;1
2017;Pikkujärvenkuja / Lillträskgrä;1
2017;Pikkujärventie / Lillträskväge;4
2017;Pirtakuja / Vävskedsgränden;1
2017;Pistiäisentie;1
2017;Pitkäsentie / Langisvägen;21
2017;Pitkäsentie 15;1
2017;Pitkäsentie 23;33
2017;Pitotie;7
2017;Pohjanrinne;1
2017;Pohjantähdentie;2
2017;Pohjoinen Rastitie;24
2017;Pohjois-Kaarelantie / Norra Kärbälevägen;1
2017;Pohjolantie / Norrvägen;2
2017;Polkkakuja;1
2017;Polkkakuja p-alue;7
2017;Ponikuja / Ponnygränden;4
2017;Ponikuja kääntäpaikka;4
2017;Poppelitie / Poppelvägen;7
2017;Porttikaari / Portsvängen;23
2017;Porttisuontie / Portmossvägen;1
2017;Potinkuja;6
2017;Potinkuja 24h P-alue;4
2017;Primavera;8
2017;Primavera 3-5;48
2017;Pronssikuja / Bronsgränden;62
2017;Pronssikuja kääntäpaikka;23
2017;Pudaskuja / ägrensgränden;35
2017;Pudaskuja 24h P-alue;1
2017;Pudaskuja kääntäpaikka;4
2017;Pudasrinne / ägrensbrinken;6
2017;Pudasrinne 24h P-alue;2
2017;Punalatvantie / Hampflockelväg;3
2017;Punamultakuja / Rädmyllegränden;3
2017;Punamultapolku;14
2017;Punamultapolku 12h p-alue;1
2017;Punamultapolku 24h;5
2017;Punamultapolku p-alue;61
2017;Purjotie;1
2017;Purpurikuja / Potpurgränden;1
2017;Pursukuja;1
2017;Putouskuja / Fallgränden;64
2017;Putouskuja kääntäpaikka;3
2017;Putousrinne / Fallbrinken;15
2017;Puunhaltijankuja;90
2017;Puunhaltijankuja 5;4
2017;Puunhaltijankuja 7;1
2017;Puutarhatie / Trädgärdsvägen;23
2017;Pyhtäänkorvenkuja;130
2017;Pyhtäänkorvenkuja 4-6;28
2017;Pyhtäänkorvenkuja kääntäpaikka;12
2017;Pyhtäänkorventie / Pyttistädet;127
2017;Pyhtäänkorventie 21;77
2017;Pyyntipolku;30
2017;Pyäkkikuja / Bokgränden;2
2017;Pyärrekuja / Virvelgränden;76
2017;Pyärrekuja p-alue;191
2017;Pyäräkuja / Cykelgränden;2
2017;Pyäräkuja kääntäpaikka;1
2017;Pyärärinne / Cykelbrinken;6
2017;Pyärärinne kääntäpaikka;2
2017;Pyärätie / Cykelvägen;14
2017;Pähkinänkuori;6
2017;Pähkinänsärkijä / Nätknäpparen;21
2017;Pähkinänsärkijä 24h p-alue;2
2017;Pähkinänsärkijä p-alue;10
2017;Pähkinäpolku;1
2017;Pähkinärinteen koulu;2
2017;Pähkinärinteentie / Hasselbacksvägen;5
2017;Pähkinätie / Hasselvägen;43
2017;Pähkinätie 12;1
2017;Pälvitie;1
2017;Pääskyläntie / Svalbovägen;4
2017;Raappavuorenkuja / Skrapbergsgränden;76
2017;Raappavuorenkuja kääntäpaikka;3
2017;Raappavuorenkuja p-alue;22
2017;Raappavuorenpolku;2
2017;Raappavuorenreuna;70
2017;Raappavuorenreuna 24h p-alue;6
2017;Raappavuorenreuna kääntäpaikka;10
2017;Raappavuorenrinne;35
2017;Raappavuorenrinne kääntäpaikka;1
2017;Raappavuorentie;36
2017;Raatetie / Vattenklävervägen;12
2017;Raatetie/kärsämäkuja;1
2017;Radioasemantie 12h p-alue;314
2017;Rahtikuja / Fraktgränden;2
2017;Rahtikuja 1 P-alue;61
2017;Rahtikuja 2 P-alue;6
2017;Rahtitie / Fraktvägen;21
2017;Rahtitie 1 p-alue;6
2017;Rahtitie 2 P-alue;51
2017;Rahtitie 3 p-alue;58
2017;Raikukuja / Skallgränden;191
2017;Raikukuja 2;13
2017;Raikukuja 24h p-alue;75
2017;Raikukuja kääntäpaikka;53
2017;Raikupolku / Skallstigen;3
2017;Raikurinne / Skallbrinken;20
2017;Raitatie / Sälgvägen;3
2017;Raiviosuonmäki;70
2017;Raiviosuonmäki 24h p-alue;30
2017;Raiviosuonmäki kääntäpaikka;3
2017;Raiviosuonrinne;27
2017;Raiviosuonrinne 3;1
2017;Raiviosuonrinne kääntäpaikka;3
2017;Rajakentänkuja / Räbyplansgränden;17
2017;Rajakentänkuja kääntäpaikka;1
2017;Rajakentänkuja p-alue;33
2017;Rajakuja;3
2017;Rajakyläntie / Räbyvägen;34
2017;Rajapolku;3
2017;Rajatie / Rävägen;11
2017;Rajatorpan kalliosuoja;100
2017;Rajatorpan kalliosuoja p-alue;98
2017;Rajatorpantie;153
2017;Rakuunatie / Dragonvägen;7
2017;Rantakukankuja / Fackelblomsgränden;10
2017;Rantaniityntie / Strandängsvägen;1
2017;Rasinaukio;8
2017;Rasinkatu;64
2017;Rasinkatu 10 vastapäätä;1
2017;Rasinkatu 15 vastapäätä;71
2017;Rasinkatu 5;1
2017;Rasinkatu 5 vastapäätä;3
2017;Rasinmäki;5
2017;Rasinrinne / Brakbrinken;91
2017;Ratakuja;42
2017;Rataraitti;52
2017;Ratastie / Hjulvägen;4
2017;Ratastie P-alue;2
2017;Ratatie;265
2017;Ratatie 12h p-alue;842
2017;Ratatie p-alue;52
2017;Ratatie P-alueen kääntäpaikka;13
2017;Ratsumiehenpolku 12h p-alue;6
2017;Raudikkokuja / Fuxgränden;74
2017;Raudikkokuja 12h p-alue;19
2017;Raudikkokuja 24h p-alue;10
2017;Raudikkopolku / Fuxstigen;3
2017;Rautkallionkatu;17
2017;Rautkallionrinne;10
2017;Rautkalliontie;260
2017;Rautkalliontie 1;35
2017;Rautkalliontie 24h p-alue;15
2017;Rautkalliontie 6;33
2017;Rautkalliontie vvo;1
2017;Ravuntie / Kräftvägen;1
2017;Rekolanojanpuisto;3
2017;Rekolantie;5
2017;Repolaisentie / Rävvägen;1
2017;Retiisikuja;2
2017;Riihikuja / Rigränden;24
2017;Riihikuja kääntäpaikka;6
2017;Riihitontuntie / Ritomtevägen;59
2017;Riimikuja / Rimgränden;1
2017;Riimukuja;1
2017;Riimukuja 12h p-alue;1
2017;Riipiläntie;1
2017;Rimakuja;4
2017;Rinnetie / Brantvägen;7
2017;Ritarikuja;1
2017;Robert Huberin tie;60
2017;Rosendalinkuja;143
2017;Rosendalinkuja 3;1
2017;Rosendalinkuja kääntäpaikka;9
2017;Rosendalinrinki;39
2017;Rosendalinrinki 24h p-alue;20
2017;Rosendalinrinki p-alue;2
2017;Rubiinikehä;325
2017;Rubiinikehä p-alue;20
2017;Rubiinikuja;4
2017;Runkokuja / Stamgränden;3
2017;Runotie;1
2017;Runotie kääntäpaikka;1
2017;Ruokokuja / Vassgränden;3
2017;Ruokotie;19
2017;Ruostekuja;4
2017;Ruotsinpiha;1
2017;Ruotsintie / Sverigevägen;1
2017;Ruskokuja / Brungränden;2
2017;Ruukkukuja;39
2017;Ruukkukuja 24h P-alue;10
2017;Ruukkukuja p-alue;831
2017;Ruukkupolku / Krukstigen;1
2017;Ruukuntekijäntie;46
2017;Ruukuntekijäntie 1;12
2017;Ruukuntekijäntie 2;3
2017;Ruukuntekijäntie p-alue;5
2017;Ruunikkokuja;5
2017;Ruusukvartsinkatu;343
2017;Ruusukvartsinkuja;69
2017;Ruusuvuorenkuja;2
2017;Ruusuvuorenpolku;4
2017;Rälssitie / Frälsevägen;22
2017;Rälssitie kääntäpaikka;6
2017;Rädmyllestigen;1
2017;Saagakuja / Sagagränden;6
2017;Saagatie / Sagavägen;74
2017;Saagatie kääntäpaikka;1
2017;Saarnitie;1
2017;Safiiriaukio;90
2017;Safiiriaukio p-alue;11
2017;Safiirikuja;74
2017;Safiirikuja kääntäpaikka;3
2017;Sahamäenkaari / Sägbackssvänge;1
2017;Sahamäenkuja;1
2017;Sahatie / Sägvägen;54
